label,Molecular Weight,Isoelectric point,Charge density,Charge,Instability index,Aromaticity,Aliphatic index,Boman index,Hydrophobic ratio,freq_A,freq_C,freq_D,freq_E,freq_F,freq_G,freq_H,freq_I,freq_N,freq_K,freq_L,freq_M,freq_P,freq_Q,freq_R,freq_S,freq_T,freq_V,freq_W,freq_Y
1,2043.49,10.7109,0.00143,2.928,23.62,0.1,131.5,-1.362,0.4,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.1,0.0
1,2849.53,13.918,0.00316,8.995,59.2,0.0,120.8,2.4036,0.32,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.12,0.28,0.0,0.12,0.08,0.2,0.0,0.0,0.04,0.0,0.0
1,1438.76,12.8438,0.00139,1.996,35.2923,0.2308,120.0,-1.46,0.5385,0.0,0.0,0.0,0.0,0.2308,0.1538,0.0,0.0769,0.0,0.0769,0.2308,0.0,0.0769,0.0,0.0,0.0769,0.0769,0.0,0.0,0.0
0,1635.89,3.3218,-0.00188,-3.069,40.78,0.0667,156.0,-0.0073,0.6,0.0667,0.0667,0.2,0.0667,0.0667,0.0667,0.0,0.1333,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0667,0.0667,0.0,0.0
0,2334.71,11.4639,0.00133,3.094,6.8571,0.0952,79.0476,1.1086,0.4286,0.1429,0.0,0.0,0.0,0.0476,0.0,0.0476,0.0,0.0476,0.0476,0.0952,0.0476,0.0476,0.0476,0.0476,0.0952,0.1429,0.0952,0.0,0.0476
0,7170.2,9.3325,0.00043,3.065,67.2855,0.0645,75.4839,2.246,0.2742,0.0323,0.0323,0.0484,0.0968,0.0,0.0645,0.0323,0.0161,0.0,0.129,0.1452,0.0161,0.0484,0.0645,0.0484,0.0968,0.0323,0.0323,0.0323,0.0323
1,6618.63,4.421,-0.00061,-4.057,44.9475,0.0678,102.5424,1.2688,0.4237,0.0508,0.0169,0.0169,0.1864,0.0678,0.0847,0.0,0.0508,0.0339,0.0847,0.1864,0.0339,0.0169,0.0,0.0339,0.0678,0.0508,0.0169,0.0,0.0
1,1862.88,4.1724,-0.00054,-1.003,36.2368,0.0526,10.5263,2.6079,0.1053,0.1053,0.0,0.1053,0.0526,0.0,0.1579,0.0,0.0,0.1053,0.0526,0.0,0.0,0.1579,0.0,0.0,0.1579,0.0526,0.0,0.0,0.0526
0,10980.8,7.6531,0.00013,1.463,51.6071,0.1111,81.7172,1.0302,0.4343,0.0505,0.0808,0.0505,0.0606,0.0707,0.101,0.0,0.0909,0.0303,0.0707,0.0606,0.0202,0.0505,0.0202,0.0505,0.0505,0.0404,0.0606,0.0101,0.0303
1,5146.79,6.5947,-9e-05,-0.445,66.898,0.0408,49.5918,1.8506,0.3673,0.0204,0.1633,0.0816,0.0,0.0204,0.1429,0.0204,0.0408,0.1224,0.0,0.0204,0.0204,0.0816,0.0408,0.0612,0.0612,0.0,0.0816,0.0,0.0204
1,9885.62,9.0054,0.00068,6.725,45.6671,0.0941,54.9412,1.7922,0.3529,0.0235,0.0824,0.0,0.0824,0.0235,0.0353,0.0235,0.0353,0.0235,0.0941,0.0471,0.0706,0.0471,0.0235,0.0588,0.0941,0.0941,0.0706,0.0118,0.0588
1,2567.13,13.1406,0.00195,4.995,0.1963,0.0,131.1111,-0.5996,0.6667,0.4444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1481,0.2222,0.0,0.0,0.0,0.0,0.0,0.1852,0.0,0.0,0.0
1,2133.5,10.4084,0.0014,2.996,2.7632,0.0526,92.1053,1.6616,0.2632,0.0,0.0,0.0526,0.0526,0.0,0.0526,0.0,0.0,0.0,0.2105,0.1579,0.0,0.0526,0.0526,0.0,0.1053,0.1053,0.1053,0.0,0.0526
1,1762.09,8.9287,0.00106,1.862,30.3562,0.125,48.75,1.0231,0.5,0.0625,0.125,0.0,0.0625,0.125,0.125,0.0,0.0,0.0625,0.0625,0.0625,0.0625,0.0,0.0,0.0625,0.0625,0.0625,0.0625,0.0,0.0
0,2719.43,9.877,0.00105,2.86,41.6885,0.0385,157.6923,-1.2435,0.6923,0.1538,0.0769,0.0,0.0,0.0385,0.0,0.0,0.1154,0.0,0.0769,0.1923,0.0385,0.0385,0.0385,0.0,0.1538,0.0,0.0769,0.0,0.0
1,8402.0,7.3779,7e-05,0.627,27.8051,0.0256,111.1538,0.5153,0.5256,0.1026,0.0897,0.0128,0.0641,0.0,0.0513,0.0128,0.0385,0.0513,0.0256,0.1154,0.0385,0.0641,0.0385,0.0513,0.0128,0.0641,0.141,0.0,0.0256
1,2142.65,13.9551,0.00327,6.996,67.2632,0.0,149.4737,2.6321,0.5789,0.2632,0.0,0.0,0.0,0.0,0.0526,0.0,0.2105,0.0,0.0,0.1053,0.0,0.0526,0.0,0.3158,0.0,0.0,0.0,0.0,0.0
1,2238.81,13.1875,0.00268,5.995,5.24,0.2,102.0,-0.5225,0.6,0.1,0.0,0.0,0.0,0.2,0.05,0.0,0.0,0.0,0.25,0.05,0.0,0.05,0.0,0.0,0.05,0.0,0.25,0.0,0.0
1,2273.8,11.6885,0.00217,4.928,38.8722,0.1111,146.1111,2.1417,0.4444,0.0,0.0556,0.0556,0.0,0.0,0.0556,0.0,0.0,0.0,0.0556,0.3333,0.0,0.0,0.0,0.2222,0.0,0.0556,0.0556,0.0556,0.0556
1,2005.59,9.7695,0.00143,2.862,38.4059,0.1176,137.6471,-0.7065,0.5882,0.0,0.1176,0.0,0.0588,0.1176,0.0,0.0,0.1765,0.0,0.1765,0.1765,0.0,0.1176,0.0,0.0,0.0,0.0588,0.0,0.0,0.0
1,5477.43,8.1211,0.00063,3.457,28.2388,0.0816,67.551,1.5159,0.4286,0.0408,0.1633,0.0408,0.0408,0.0408,0.0612,0.0,0.0612,0.0816,0.102,0.0408,0.0,0.0408,0.0408,0.0408,0.0204,0.0612,0.0816,0.0,0.0408
1,10430.06,11.3965,0.00101,10.494,36.9054,0.0761,80.4348,1.9758,0.3478,0.0435,0.0,0.0435,0.0326,0.0543,0.0761,0.0543,0.087,0.0217,0.087,0.0435,0.0326,0.0435,0.0217,0.087,0.0761,0.087,0.087,0.0109,0.0109
0,2368.62,9.5225,0.00042,0.994,133.63,0.15,19.5,1.8565,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.05,0.05,0.0,0.0,0.1
0,1493.72,12.1006,0.00134,1.996,38.6867,0.0667,71.3333,1.1333,0.2667,0.0,0.0,0.0667,0.0,0.0667,0.3333,0.0,0.0,0.0,0.0,0.1333,0.0,0.2,0.0,0.1333,0.0,0.0,0.0667,0.0,0.0
1,4516.97,12.6104,0.00223,10.093,32.7049,0.0244,33.4146,3.8617,0.1707,0.0976,0.0,0.0,0.0,0.0,0.0,0.0244,0.0244,0.1463,0.122,0.0,0.0,0.0488,0.0244,0.0976,0.1463,0.1951,0.0488,0.0,0.0244
0,5172.17,8.9624,0.00054,2.795,-0.852,0.02,60.6,0.98,0.44,0.1,0.06,0.08,0.02,0.02,0.16,0.0,0.0,0.02,0.12,0.1,0.12,0.0,0.02,0.02,0.04,0.08,0.04,0.0,0.0
0,7570.83,7.6636,0.00021,1.558,83.9292,0.0,78.75,1.3918,0.4306,0.1111,0.1111,0.0694,0.0139,0.0,0.0556,0.0139,0.0139,0.0139,0.0417,0.1389,0.0278,0.0972,0.0694,0.0556,0.0694,0.0694,0.0278,0.0,0.0
1,2193.56,10.5635,0.00137,2.996,50.1158,0.1579,76.8421,0.9453,0.2632,0.0,0.0,0.0,0.0526,0.0526,0.0526,0.0,0.0,0.0526,0.1579,0.1579,0.0,0.1053,0.0,0.0,0.1579,0.0526,0.0526,0.0526,0.0526
0,1780.03,10.6099,0.00174,3.093,14.4,0.1333,58.6667,2.8807,0.2667,0.0667,0.0,0.0667,0.0,0.0,0.1333,0.0667,0.0,0.0667,0.0667,0.1333,0.0667,0.0,0.0,0.1333,0.0667,0.0,0.0,0.0,0.1333
0,3300.86,13.5586,0.00091,2.996,70.8697,0.0303,76.9697,0.3679,0.4242,0.1515,0.0,0.0,0.0,0.0303,0.0303,0.0,0.0,0.0,0.0303,0.0909,0.0606,0.1515,0.0303,0.0303,0.1818,0.1212,0.0909,0.0,0.0
1,4971.82,11.1094,0.00082,4.097,61.2952,0.119,104.5238,1.539,0.3333,0.0238,0.0,0.0,0.0714,0.0476,0.0476,0.0238,0.119,0.0476,0.0238,0.1429,0.0,0.1667,0.0,0.119,0.0476,0.0476,0.0,0.0238,0.0476
0,2080.4,9.7354,0.00048,0.996,67.2706,0.1765,62.9412,1.6206,0.4118,0.0,0.0,0.0,0.0588,0.1176,0.0,0.0,0.0,0.0,0.0,0.1176,0.1176,0.0,0.1765,0.0588,0.2353,0.0,0.0588,0.0,0.0588
0,7071.21,8.1055,0.00016,1.162,18.7462,0.0615,111.0769,0.5366,0.5077,0.1231,0.0308,0.0,0.0615,0.0462,0.0462,0.0462,0.0769,0.0462,0.0308,0.1077,0.0308,0.0154,0.0615,0.0308,0.0769,0.0615,0.0923,0.0,0.0154
0,1977.18,6.8125,-0.0,-0.002,83.5111,0.0556,65.0,2.0078,0.2778,0.0556,0.0,0.0556,0.0556,0.0556,0.0,0.0,0.0556,0.0,0.0,0.0556,0.0,0.1111,0.0556,0.0556,0.0556,0.3333,0.0556,0.0,0.0
1,7567.65,6.0684,-0.00017,-1.269,41.0957,0.087,66.5217,1.4171,0.4493,0.1014,0.1014,0.029,0.1014,0.0725,0.0725,0.029,0.029,0.029,0.0435,0.0725,0.0145,0.0435,0.0145,0.058,0.0725,0.0435,0.058,0.0145,0.0
1,3664.35,8.2375,0.00096,3.522,52.7212,0.1515,59.3939,0.8827,0.4848,0.1212,0.2121,0.0,0.0303,0.0303,0.1515,0.0,0.0909,0.0,0.0,0.0303,0.0,0.0303,0.0303,0.1212,0.0,0.0303,0.0,0.0303,0.0909
1,1398.74,12.25,0.00071,0.996,21.8308,0.0769,202.3077,-1.9338,0.6154,0.0,0.0,0.0,0.0,0.0769,0.0769,0.0,0.1538,0.0,0.0,0.3077,0.0,0.0769,0.0769,0.0,0.1538,0.0,0.0769,0.0,0.0
0,2256.53,10.0669,0.00088,1.995,11.98,0.15,73.5,1.554,0.35,0.15,0.0,0.0,0.05,0.05,0.05,0.0,0.1,0.15,0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.15,0.0,0.0,0.1
1,5173.55,11.2148,0.00129,6.689,42.534,0.0213,22.766,3.7572,0.1064,0.0213,0.0,0.0638,0.0213,0.0213,0.1702,0.1489,0.0213,0.0638,0.1277,0.0,0.0,0.0426,0.0851,0.0638,0.0851,0.0213,0.0426,0.0,0.0
1,2584.29,10.9473,0.00188,4.86,17.3583,0.0417,150.4167,-0.5229,0.625,0.125,0.0833,0.0,0.0,0.0417,0.0,0.0,0.2083,0.0,0.125,0.0833,0.0,0.0833,0.0,0.0417,0.0833,0.0417,0.0833,0.0,0.0
0,3128.25,4.1189,-0.00096,-2.998,17.3222,0.037,47.037,4.9181,0.1852,0.037,0.0,0.2593,0.0741,0.037,0.0,0.0,0.037,0.0741,0.1111,0.0741,0.0,0.0,0.0,0.0741,0.1111,0.1111,0.0,0.0,0.0
1,8205.62,11.6841,0.00122,9.997,60.4761,0.0563,107.0423,2.2561,0.3944,0.0704,0.0,0.0423,0.0282,0.0282,0.0282,0.0,0.0563,0.0282,0.0704,0.1268,0.0141,0.0563,0.0845,0.1268,0.0423,0.0704,0.0986,0.0,0.0282
0,8753.22,8.3281,0.00024,2.091,69.5654,0.0769,111.2821,0.8974,0.4103,0.0641,0.0385,0.0256,0.0513,0.0,0.0385,0.0385,0.1282,0.0513,0.0385,0.1026,0.0256,0.1026,0.0128,0.0513,0.1026,0.0,0.0513,0.0,0.0769
1,1602.84,9.5229,0.00068,1.093,33.2583,0.4167,32.5,-0.4208,0.1667,0.0,0.0,0.0,0.0,0.0833,0.0,0.0833,0.0,0.0,0.0,0.0833,0.0,0.3333,0.0,0.0,0.0,0.0833,0.0,0.1667,0.1667
0,8716.96,10.5679,0.00069,6.036,45.5538,0.0769,77.5641,2.3212,0.359,0.0769,0.0128,0.0385,0.0897,0.0641,0.1026,0.0128,0.0385,0.0385,0.0897,0.1026,0.0128,0.0513,0.0256,0.1026,0.0769,0.0,0.0513,0.0,0.0128
0,1785.92,7.6094,5e-05,0.095,103.3467,0.2,32.6667,2.044,0.1333,0.0667,0.0,0.0,0.1333,0.0,0.0667,0.0667,0.0667,0.0,0.0667,0.0,0.0,0.0667,0.0667,0.0,0.0667,0.1333,0.0,0.0,0.2
0,5910.62,11.3955,0.00088,5.194,25.6852,0.0741,77.7778,2.1226,0.3333,0.1296,0.0,0.0185,0.037,0.0,0.0926,0.037,0.0,0.0185,0.0,0.1111,0.0185,0.0556,0.037,0.1296,0.1111,0.0556,0.0741,0.0185,0.0556
1,3431.43,11.3889,0.00311,10.657,29.2,0.0,96.6667,1.8517,0.5,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.1667,0.0,0.1667,0.0,0.0,0.3333,0.0,0.0
1,2928.49,10.4287,0.001,2.929,21.512,0.12,93.6,0.7948,0.36,0.04,0.04,0.0,0.04,0.0,0.08,0.0,0.12,0.04,0.04,0.08,0.04,0.12,0.04,0.08,0.04,0.04,0.04,0.08,0.04
1,2909.49,9.7822,0.00136,3.959,70.925,0.125,97.5,1.6242,0.375,0.0417,0.0833,0.0,0.0833,0.0,0.0,0.0417,0.0,0.0,0.125,0.2083,0.0,0.0833,0.0,0.0833,0.0833,0.0,0.0417,0.0,0.125
1,1627.12,11.1567,0.00246,3.996,-14.2786,0.0714,187.8571,-0.4686,0.5714,0.0,0.0,0.0714,0.0,0.0714,0.0714,0.0,0.0714,0.0,0.2857,0.3571,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.0
0,1588.88,9.6504,0.00063,0.995,32.9667,0.2,91.3333,-0.7793,0.6,0.2,0.0,0.0667,0.0,0.1333,0.1333,0.0,0.0667,0.0,0.0667,0.0667,0.0667,0.0,0.0,0.0,0.0667,0.0,0.0667,0.0,0.0667
0,2219.51,8.0938,0.00043,0.96,58.595,0.1,49.0,1.734,0.4,0.15,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.1,0.05,0.05,0.0,0.05,0.05,0.0,0.05
0,1495.77,6.5,-0.0,-0.004,35.66,0.0667,78.6667,-0.562,0.6667,0.3333,0.0,0.0667,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0667,0.1333,0.0667,0.0,0.0,0.0667,0.1333,0.0667,0.0,0.0
0,4623.34,12.6997,0.0013,6.027,49.6927,0.122,76.0976,1.7034,0.439,0.0732,0.0244,0.0,0.0,0.122,0.0488,0.0244,0.0,0.0732,0.0,0.122,0.0244,0.0732,0.0488,0.122,0.122,0.0488,0.0732,0.0,0.0
0,1720.18,6.5,-0.0,-0.004,41.5941,0.0,201.1765,-2.1153,0.7059,0.1765,0.0,0.0588,0.0,0.0,0.0588,0.0,0.0,0.0,0.0,0.4706,0.0588,0.1176,0.0,0.0,0.0588,0.0,0.0,0.0,0.0
1,2146.78,13.582,0.00279,5.995,18.0421,0.0526,138.9474,-0.1811,0.5789,0.2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0526,0.0,0.2105,0.2105,0.0526,0.1053,0.0,0.0526,0.0,0.0,0.0526,0.0526,0.0
1,7592.7,9.4771,0.00017,1.301,60.2815,0.0923,76.4615,2.0609,0.4,0.0615,0.0,0.0462,0.0923,0.0769,0.0769,0.0462,0.0154,0.0154,0.0615,0.1077,0.0615,0.0154,0.0923,0.0769,0.0308,0.0308,0.0769,0.0,0.0154
1,5704.74,10.2642,0.00168,9.59,20.6863,0.098,45.8824,1.7967,0.3529,0.0588,0.1176,0.0196,0.0196,0.0588,0.0588,0.0,0.0392,0.0588,0.1765,0.0196,0.0,0.0392,0.0196,0.0392,0.0392,0.1373,0.0588,0.0196,0.0196
0,7116.25,12.8838,0.00146,10.392,73.8597,0.0323,102.2581,2.3306,0.3548,0.0484,0.0,0.0,0.0161,0.0323,0.0,0.0645,0.0806,0.0323,0.0484,0.1452,0.0161,0.0484,0.0806,0.1129,0.1774,0.0645,0.0323,0.0,0.0
0,3292.81,8.124,0.00079,2.592,53.8061,0.0606,41.2121,0.85,0.3333,0.0,0.1818,0.0,0.0303,0.0303,0.2424,0.0,0.0303,0.0,0.0303,0.0303,0.0,0.0606,0.0303,0.0606,0.1212,0.0606,0.0606,0.0303,0.0
0,7191.64,9.1516,0.00106,7.655,63.7032,0.0476,66.5079,1.6062,0.381,0.0317,0.127,0.0159,0.0476,0.0159,0.0317,0.0317,0.0317,0.0476,0.127,0.0952,0.0317,0.0952,0.0317,0.0476,0.0317,0.0794,0.0476,0.0159,0.0159
1,2879.46,13.1875,0.00212,6.094,10.169,0.0345,121.3793,-0.0562,0.4483,0.1379,0.0,0.0,0.0,0.0345,0.1724,0.0345,0.1034,0.0345,0.1724,0.1724,0.0,0.0,0.0,0.0,0.1379,0.0,0.0,0.0,0.0
0,3453.15,13.8047,0.00174,5.995,41.5033,0.1333,81.3333,1.1093,0.4667,0.1,0.0,0.0,0.0,0.1,0.0333,0.0,0.1,0.0333,0.0667,0.0333,0.0667,0.0667,0.0333,0.1,0.1,0.0667,0.0667,0.0333,0.0
1,2661.13,12.1367,0.00267,7.093,-8.8636,0.1364,84.5455,2.6568,0.3182,0.1364,0.0,0.0,0.0,0.0,0.0455,0.0455,0.0909,0.0,0.0909,0.0909,0.0,0.0,0.0,0.1818,0.0455,0.1364,0.0,0.0455,0.0909
0,2925.34,7.8301,0.00054,1.592,97.4963,0.1111,11.1111,1.8544,0.4815,0.1111,0.2222,0.0,0.037,0.1111,0.0741,0.0,0.0,0.0741,0.0,0.0,0.037,0.0,0.0741,0.0741,0.1111,0.0741,0.0,0.0,0.0
0,5032.7,11.8413,0.00061,3.095,66.216,0.02,78.4,1.1638,0.38,0.16,0.0,0.04,0.0,0.02,0.16,0.02,0.02,0.02,0.02,0.14,0.04,0.06,0.1,0.06,0.06,0.08,0.0,0.0,0.0
0,1687.1,6.75,-0.0,-0.003,40.1813,0.0,213.125,-1.6419,0.6875,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.125,0.0,0.0,0.3125,0.0625,0.0,0.0,0.0,0.25,0.0,0.125,0.0,0.0
1,1404.77,13.0,0.00213,2.995,16.9077,0.0769,134.6154,-0.6854,0.5385,0.0,0.0,0.0,0.0,0.0769,0.1538,0.0,0.1538,0.0769,0.1538,0.0769,0.0769,0.0,0.0,0.0,0.0769,0.0,0.1538,0.0,0.0
0,2439.09,8.9961,0.00114,2.792,7.1864,0.0455,164.0909,-0.525,0.7273,0.1364,0.1364,0.0,0.0,0.0,0.0,0.0,0.0,0.0455,0.0,0.3182,0.0455,0.0,0.0,0.0909,0.0455,0.0455,0.0909,0.0,0.0455
0,9554.06,7.7673,0.00025,2.422,44.3114,0.0682,75.4545,1.0911,0.4205,0.0909,0.1136,0.0455,0.0341,0.0114,0.0682,0.0114,0.0568,0.0568,0.0795,0.0795,0.0227,0.0227,0.0341,0.0227,0.0909,0.0568,0.0455,0.0341,0.0227
0,2210.64,11.8013,0.00175,3.861,71.665,0.15,88.0,0.7895,0.5,0.1,0.1,0.0,0.0,0.1,0.2,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.05,0.15,0.05,0.0,0.0,0.05,0.0
0,2749.45,8.6807,0.00034,0.93,45.1696,0.1739,131.3043,-1.0578,0.6522,0.0435,0.0435,0.0,0.087,0.1304,0.0,0.0,0.0435,0.0,0.087,0.2174,0.087,0.0435,0.0,0.0,0.0,0.087,0.087,0.0,0.0435
1,1663.88,6.8125,-0.0,-0.003,-26.3867,0.1333,110.6667,0.6067,0.4,0.1333,0.0,0.0667,0.0667,0.0,0.1333,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.1333,0.0667,0.0667,0.0667
0,1650.99,10.459,0.00121,1.995,52.0873,0.1333,103.3333,-0.5233,0.4667,0.0,0.0,0.0,0.0,0.0667,0.1333,0.0,0.0,0.0667,0.0667,0.0667,0.0667,0.0667,0.0667,0.0,0.0,0.0667,0.2667,0.0,0.0667
0,1137.22,10.0254,0.00088,0.996,32.3308,0.0,15.3846,1.2177,0.1538,0.1538,0.0,0.0769,0.0,0.0,0.3077,0.0,0.0,0.0,0.0769,0.0,0.0,0.2308,0.0769,0.0,0.0769,0.0,0.0,0.0,0.0
0,8663.79,11.874,0.00115,10.001,101.8912,0.0125,58.5,2.9859,0.2625,0.0625,0.0,0.025,0.05,0.0125,0.0375,0.0,0.025,0.05,0.075,0.0625,0.0375,0.1125,0.025,0.1125,0.2125,0.0375,0.0625,0.0,0.0
0,3087.48,12.0186,0.00262,8.099,141.2,0.0,32.1429,4.9796,0.3214,0.3214,0.0,0.0,0.1429,0.0,0.1071,0.0357,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
0,3985.66,9.6455,0.00165,6.59,52.5895,0.0263,64.2105,2.0955,0.3421,0.0263,0.1579,0.0263,0.0,0.0,0.1316,0.0,0.0526,0.0263,0.0789,0.1053,0.0,0.0,0.0,0.1053,0.1842,0.0789,0.0,0.0,0.0263
0,1759.13,10.2397,0.00113,1.996,52.0667,0.0667,123.3333,0.6573,0.4,0.0,0.0,0.0,0.0667,0.0,0.0667,0.0,0.1333,0.1333,0.1333,0.1333,0.0667,0.0667,0.0667,0.0,0.0,0.0,0.0667,0.0,0.0667
1,8225.57,11.3647,0.00075,6.131,34.8824,0.0405,109.4595,1.802,0.4459,0.1081,0.0135,0.027,0.0541,0.027,0.0676,0.027,0.1216,0.0541,0.027,0.0811,0.027,0.0405,0.027,0.1216,0.0541,0.0405,0.0676,0.0,0.0135
0,2339.85,8.0967,0.00037,0.862,95.7273,0.0455,137.7273,-0.3932,0.6818,0.1818,0.0909,0.0,0.0455,0.0455,0.0,0.0,0.1818,0.0,0.0,0.0909,0.0455,0.0,0.0455,0.0455,0.1364,0.0455,0.0455,0.0,0.0
1,11180.69,9.4607,0.00018,2.004,31.15,0.0612,99.4898,2.1893,0.3163,0.0306,0.0,0.0816,0.0714,0.0102,0.051,0.0,0.0714,0.0714,0.1224,0.1531,0.0204,0.0102,0.0306,0.0408,0.1122,0.0408,0.0306,0.0102,0.0408
0,1666.95,6.2031,-4e-05,-0.071,81.3467,0.2,65.3333,-0.028,0.4667,0.1333,0.0667,0.0667,0.0667,0.1333,0.0667,0.0,0.0,0.0,0.0667,0.1333,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0667
0,3689.52,7.8279,0.00043,1.59,85.503,0.1515,103.3333,-0.577,0.6061,0.0303,0.1818,0.0303,0.0,0.0909,0.0909,0.0,0.0606,0.0606,0.0303,0.1515,0.0303,0.0303,0.0,0.0303,0.0606,0.0,0.0606,0.0303,0.0303
1,1693.95,6.6875,-0.0,-0.004,16.5133,0.1333,136.6667,-0.14,0.4667,0.1333,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0667,0.0,0.2667,0.0,0.0667,0.0667,0.0,0.0667,0.0667,0.0667,0.0,0.1333
1,3206.65,7.958,0.00058,1.857,47.5267,0.0667,58.6667,0.9483,0.4,0.1,0.1667,0.0,0.0333,0.0,0.1,0.0667,0.0333,0.1333,0.0667,0.0667,0.0,0.0,0.0,0.0,0.1,0.0333,0.0333,0.0667,0.0
1,3994.79,11.7495,0.00125,4.998,23.4556,0.0278,105.5556,1.6278,0.4722,0.1111,0.0,0.0556,0.0278,0.0278,0.0556,0.0,0.0833,0.0,0.0833,0.0556,0.0556,0.0556,0.0556,0.1111,0.0278,0.0556,0.1389,0.0,0.0
1,1504.83,13.8672,0.00465,6.995,63.5,0.1667,49.1667,4.6125,0.5,0.25,0.0,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0833,0.0,0.0
0,3932.7,12.2317,0.002,7.862,67.1559,0.0882,66.1765,2.6118,0.4412,0.1176,0.0588,0.0,0.0294,0.0882,0.0294,0.0,0.0,0.0294,0.0294,0.1176,0.0294,0.1176,0.0,0.2059,0.0294,0.0882,0.0294,0.0,0.0
0,2947.42,11.5723,0.00137,4.027,75.6133,0.0333,58.6667,0.552,0.3,0.1,0.0333,0.0,0.0,0.0,0.2,0.0333,0.0,0.0,0.0667,0.1,0.0333,0.1333,0.0333,0.0333,0.1333,0.0333,0.0333,0.0333,0.0
0,4756.53,11.7263,0.00146,6.958,54.822,0.1463,57.0732,1.9271,0.4146,0.0488,0.0488,0.0,0.0,0.122,0.0244,0.0244,0.0244,0.122,0.0488,0.0732,0.0488,0.0488,0.0,0.0976,0.122,0.0732,0.0488,0.0,0.0244
1,1723.04,11.6064,0.00232,3.995,21.2667,0.1333,97.3333,1.3767,0.3333,0.0,0.0,0.0,0.0,0.0667,0.1333,0.0,0.0667,0.0667,0.1333,0.1333,0.0,0.0,0.0667,0.0667,0.0667,0.0667,0.0667,0.0,0.0667
0,2544.25,13.5742,0.00196,4.995,49.487,0.0,89.1304,0.3778,0.4348,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,0.1739,0.1304,0.2609,0.0435,0.0435,0.0435,0.0435,0.0435,0.0,0.0
0,1764.96,6.75,-0.0,-0.004,3.6071,0.2857,35.0,1.4843,0.2857,0.0714,0.0,0.0714,0.0714,0.0714,0.0714,0.0,0.0714,0.0714,0.0714,0.0,0.0714,0.0,0.0714,0.0,0.0,0.0714,0.0,0.0714,0.1429
0,2499.01,8.7598,0.00037,0.928,32.1,0.1739,97.8261,-1.1217,0.6087,0.1304,0.0435,0.0,0.0,0.1739,0.0435,0.0,0.0435,0.0435,0.0,0.1739,0.0435,0.1304,0.0435,0.0,0.0435,0.087,0.0,0.0,0.0
0,3049.44,10.0669,0.00069,2.093,10.771,0.0968,79.0323,0.2135,0.4194,0.1935,0.0,0.0323,0.0,0.0323,0.2258,0.0323,0.0323,0.0323,0.0323,0.0968,0.0323,0.0323,0.0323,0.0323,0.0645,0.0,0.0323,0.0,0.0645
0,1671.86,5.2793,-0.00054,-0.903,-7.0133,0.0667,97.3333,1.8987,0.4,0.0667,0.0,0.2,0.0667,0.0667,0.0667,0.0667,0.0667,0.0,0.1333,0.0667,0.0,0.0,0.0,0.0,0.0667,0.0,0.1333,0.0,0.0
1,10605.64,9.28,0.00062,6.596,33.8436,0.0745,97.4468,1.0994,0.4255,0.0532,0.0638,0.0213,0.0745,0.0319,0.0532,0.0,0.0745,0.0532,0.117,0.1064,0.0213,0.0745,0.0213,0.0426,0.0213,0.0532,0.0745,0.0,0.0426
0,9430.37,11.1929,0.00047,4.393,81.1727,0.0568,69.7727,2.0447,0.2727,0.0341,0.0,0.0341,0.0114,0.0455,0.0227,0.0455,0.0455,0.0227,0.0227,0.0909,0.0114,0.0909,0.0455,0.0568,0.2955,0.0682,0.0455,0.0,0.0114
0,6670.48,4.3179,-0.00073,-4.893,72.6881,0.0508,94.4068,2.3402,0.3898,0.0847,0.0,0.1017,0.1186,0.0508,0.0339,0.0169,0.0847,0.0339,0.0339,0.1356,0.0339,0.0678,0.0,0.0847,0.1017,0.0169,0.0,0.0,0.0
